0.0000000000000000e+00, 0.0000000000000000e+00, 1.0000000000000000e+00, 0.0000000000000000e+00
0.0000000000000000e+00, 0.0000000000000000e+00, 1.0000000000000000e+00, 0.0000000000000000e+00
1.0101010101010102e-02, 1.0101010101010100e-02, 9.9949954086317716e-01, 0.0000000000000000e+00
2.0202020202020204e-02, 2.0202020202020204e-02, 9.9799816345270886e-01, 0.0000000000000000e+00
3.0303030303030304e-02, 3.0303030303030311e-02, 9.9549586776859511e-01, 0.0000000000000000e+00
4.0404040404040407e-02, 4.0404040404040401e-02, 9.9199265381083579e-01, 0.0000000000000000e+00
5.0505050505050511e-02, 5.0505050505050497e-02, 9.8748852157943068e-01, 0.0000000000000000e+00
6.0606060606060608e-02, 6.0606060606060594e-02, 9.8198347107438022e-01, 0.0000000000000000e+00
7.0707070707070718e-02, 7.0707070707070704e-02, 9.7547750229568397e-01, 0.0000000000000000e+00
8.0808080808080815e-02, 8.0808080808080787e-02, 9.6797061524334238e-01, 0.0000000000000000e+00
9.0909090909090912e-02, 9.0909090909090884e-02, 9.5946280991735511e-01, 0.0000000000000000e+00
1.0101010101010102e-01, 1.0101010101010099e-01, 9.4995408631772238e-01, 0.0000000000000000e+00
1.1111111111111112e-01, 1.1111111111111108e-01, 9.3944444444444408e-01, 0.0000000000000000e+00
1.2121212121212122e-01, 1.2121212121212117e-01, 9.2793388429752033e-01, 0.0000000000000000e+00
1.3131313131313133e-01, 1.3131313131313127e-01, 9.1542240587695112e-01, 0.0000000000000000e+00
1.4141414141414144e-01, 1.4141414141414138e-01, 9.0191000918273634e-01, 0.0000000000000000e+00
1.5151515151515152e-01, 1.5151515151515144e-01, 8.8739669421487610e-01, 0.0000000000000000e+00
1.6161616161616163e-01, 1.6161616161616155e-01, 8.7188246097336997e-01, 0.0000000000000000e+00
1.7171717171717174e-01, 1.7171717171717166e-01, 8.5536730945821837e-01, 0.0000000000000000e+00
1.8181818181818182e-01, 1.8181818181818171e-01, 8.3785123966942121e-01, 0.0000000000000000e+00
1.9191919191919193e-01, 1.9191919191919182e-01, 8.1933425160697859e-01, 0.0000000000000000e+00
2.0202020202020204e-01, 2.0202020202020193e-01, 7.9981634527089041e-01, 0.0000000000000000e+00
2.1212121212121213e-01, 2.1212121212121199e-01, 7.7929752066115676e-01, 0.0000000000000000e+00
2.2222222222222224e-01, 2.2222222222222210e-01, 7.5777777777777755e-01, 0.0000000000000000e+00
2.3232323232323235e-01, 2.3232323232323221e-01, 7.3525711662075277e-01, 0.0000000000000000e+00
2.4242424242424243e-01, 2.4242424242424226e-01, 7.1173553719008276e-01, 0.0000000000000000e+00
2.5252525252525254e-01, 2.5252525252525237e-01, 6.8721303948576684e-01, 0.0000000000000000e+00
2.6262626262626265e-01, 2.6262626262626249e-01, 6.6168962350780536e-01, 0.0000000000000000e+00
2.7272727272727276e-01, 2.7272727272727260e-01, 6.3516528925619820e-01, 0.0000000000000000e+00
2.8282828282828287e-01, 2.8282828282828271e-01, 6.0764003673094569e-01, 0.0000000000000000e+00
2.9292929292929293e-01, 2.9292929292929282e-01, 5.7911386593204750e-01, 0.0000000000000000e+00
3.0303030303030304e-01, 3.0303030303030293e-01, 5.4958677685950386e-01, 0.0000000000000000e+00
3.1313131313131315e-01, 3.1313131313131304e-01, 5.1905876951331464e-01, 0.0000000000000000e+00
3.2323232323232326e-01, 3.2321420185047695e-01, 4.8755585363017617e-01, 9.0606909232399731e-05
3.3333333333333337e-01, 3.3147346302041580e-01, 4.5893542469308468e-01, 9.2993515645894941e-03
3.4343434343434348e-01, 3.3868847041153372e-01, 4.4858863543074823e-01, 2.3729365114050983e-02
3.5353535353535359e-01, 3.4590347773540336e-01, 4.6135141552729791e-01, 3.8159378999753538e-02
3.6363636363636365e-01, 3.5311848504576043e-01, 4.8540577695517773e-01, 5.2589392953019204e-02
3.7373737373737376e-01, 3.6033349235407780e-01, 5.1085205258873723e-01, 6.7019406916482588e-02
3.8383838383838387e-01, 3.6754849966236042e-01, 5.3534017081919893e-01, 8.1449420880119611e-02
3.9393939393939398e-01, 3.7476350697064303e-01, 5.5882737077601519e-01, 9.5879434843756633e-02
4.0404040404040409e-01, 3.8197851427892565e-01, 5.8131365245918576e-01, 1.1030944880739366e-01
4.1414141414141420e-01, 3.8919352158720827e-01, 6.0279901586871076e-01, 1.2473946277103068e-01
4.2424242424242425e-01, 3.9640852889549089e-01, 6.2328346100459009e-01, 1.3916947673466765e-01
4.3434343434343436e-01, 4.0362353620377350e-01, 6.4276698786682396e-01, 1.5359949069830464e-01
4.4444444444444448e-01, 4.1083854351205612e-01, 6.6124959645541237e-01, 1.6802950466194164e-01
4.5454545454545459e-01, 4.1805355082033874e-01, 6.7873128677035521e-01, 1.8245951862557863e-01
4.6464646464646470e-01, 4.2526855812862135e-01, 6.9521205881165260e-01, 1.9688953258921563e-01
4.7474747474747481e-01, 4.3248356543690397e-01, 7.1069191257930442e-01, 2.1131954655285262e-01
4.8484848484848486e-01, 4.3969857274518659e-01, 7.2517084807331067e-01, 2.2574956051648959e-01
4.9494949494949497e-01, 4.4691358005346921e-01, 7.3864886529367146e-01, 2.4017957448012658e-01
5.0505050505050508e-01, 4.5412858736175182e-01, 7.5112596424038669e-01, 2.5460958844376358e-01
5.1515151515151525e-01, 4.6134359467003455e-01, 7.6260214491345635e-01, 2.6903960240740060e-01
5.2525252525252530e-01, 4.6855860197831717e-01, 7.7307740731288033e-01, 2.8346961637103751e-01
5.3535353535353536e-01, 4.7577360928659979e-01, 7.8255175143865874e-01, 2.9789963033467448e-01
5.4545454545454553e-01, 4.8298861659488251e-01, 7.9102517729079180e-01, 3.1232964429831150e-01
5.5555555555555558e-01, 4.9020362390316513e-01, 7.9849768486927930e-01, 3.2675965826194842e-01
5.6565656565656575e-01, 4.9741863121144803e-01, 8.0496927417412134e-01, 3.4118967222558561e-01
5.7575757575757580e-01, 5.0463363851973086e-01, 8.1043994520531781e-01, 3.5561968618922257e-01
5.8585858585858586e-01, 5.1184864582801370e-01, 8.1490969796286883e-01, 3.7004970015285954e-01
5.9595959595959602e-01, 5.1906365313629654e-01, 8.1837853244677417e-01, 3.8447971411649673e-01
6.0606060606060608e-01, 5.2627866044457938e-01, 8.2084644865703393e-01, 3.9890972808013370e-01
6.1616161616161624e-01, 5.3349366775286222e-01, 8.2231344659364802e-01, 4.1333974204377072e-01
6.2626262626262630e-01, 5.4070867506114506e-01, 8.2277952625661632e-01, 4.2776975600740763e-01
6.3636363636363646e-01, 5.4792368236942790e-01, 8.2224468764593928e-01, 4.4219976997104482e-01
6.4646464646464652e-01, 5.5513868967771074e-01, 8.2070893076161666e-01, 4.5662978393468179e-01
6.5656565656565657e-01, 5.6235369698599358e-01, 8.1817225560364870e-01, 4.7105979789831876e-01
6.6666666666666674e-01, 5.6956870429427642e-01, 8.1463466217203517e-01, 4.8548981186195594e-01
6.7676767676767680e-01, 5.7678371160255926e-01, 8.1009615046677619e-01, 4.9991982582559291e-01
6.8686868686868696e-01, 5.8399871891084210e-01, 8.0455672048787141e-01, 5.1434983978922999e-01
6.9696969696969702e-01, 5.9121372621912494e-01, 7.9801637223532129e-01, 5.2877985375286696e-01
7.0707070707070718e-01, 5.9842873352740777e-01, 7.9047510570912549e-01, 5.4320986771650426e-01
7.1717171717171724e-01, 6.0564374083569061e-01, 7.8193292090928423e-01, 5.5763988168014123e-01
7.2727272727272729e-01, 6.1285874814397345e-01, 7.7238981783579719e-01, 5.7206989564377819e-01
7.3737373737373746e-01, 6.2007375545225629e-01, 7.6184579648866446e-01, 5.8649990960741549e-01
7.4747474747474751e-01, 6.2728876276053913e-01, 7.5030085686788639e-01, 6.0092992357105246e-01
7.5757575757575768e-01, 6.3450377006882197e-01, 7.3775499897346275e-01, 6.1535993753468954e-01
7.6767676767676774e-01, 6.4171877737710481e-01, 7.2420822280539376e-01, 6.2978995149832651e-01
7.7777777777777779e-01, 6.4893378468538765e-01, 7.0966052836367921e-01, 6.4421996546196347e-01
7.8787878787878796e-01, 6.5614879199367049e-01, 6.9411191564831909e-01, 6.5864997942560055e-01
7.9797979797979801e-01, 6.6336379930195333e-01, 6.7756238465931329e-01, 6.7307999338923752e-01
8.0808080808080818e-01, 6.7057880661023617e-01, 6.6001193539666203e-01, 6.8751000735287482e-01
8.1818181818181823e-01, 6.7779381391851901e-01, 6.4146056786036521e-01, 7.0194002131651179e-01
8.2828282828282840e-01, 6.8500882122680185e-01, 6.2190828205042281e-01, 7.1637003528014886e-01
8.3838383838383845e-01, 6.9222382853508468e-01, 6.0135507796683474e-01, 7.3080004924378583e-01
8.4848484848484851e-01, 6.9943883584336752e-01, 5.7980095560960132e-01, 7.4523006320742280e-01
8.5858585858585867e-01, 7.0665384315165036e-01, 5.5724591497872222e-01, 7.5966007717105988e-01
8.6868686868686873e-01, 7.1386885045993320e-01, 5.3368995607419789e-01, 7.7409009113469684e-01
8.7878787878787890e-01, 7.2108385776821604e-01, 5.0913307889602755e-01, 7.8852010509833415e-01
8.8888888888888895e-01, 7.2829886507640740e-01, 4.8368854753082796e-01, 8.0295011906242753e-01
8.9898989898989912e-01, 7.3551387238129606e-01, 4.6166126615927655e-01, 8.1738013304303614e-01
9.0909090909090917e-01, 7.4272887967653534e-01, 4.5467425527076477e-01, 8.3181014707188961e-01
9.1919191919191923e-01, 7.4994388696346459e-01, 4.6552013250929342e-01, 8.4624016114229272e-01
9.2929292929292939e-01, 7.5715889424686789e-01, 4.8546618190005214e-01, 8.6067017523032741e-01
9.3939393939393945e-01, 7.6437390152955620e-01, 5.0666783069558397e-01, 8.7510018932193523e-01
9.4949494949494961e-01, 7.7158890881222508e-01, 5.2693261965969085e-01, 8.8953020341364231e-01
9.5959595959595967e-01, 7.7880391609489386e-01, 5.4619649035015194e-01, 9.0396021750534916e-01
9.6969696969696972e-01, 7.8601892337756263e-01, 5.6445944276696725e-01, 9.1839023159705602e-01
9.7979797979797989e-01, 7.9323393066023151e-01, 5.8172147691013754e-01, 9.3282024568876309e-01
9.8989898989898994e-01, 8.0044893794290028e-01, 5.9798259277966181e-01, 9.4725025978046995e-01
1.0000000000000000e+00, 8.0766394522556906e-01, 6.1324279037554041e-01, 9.6168027387217681e-01
1.0101010101010102e+00, 8.1487895250823772e-01, 6.2750206969777356e-01, 9.7611028796388366e-01
